ds,Most Likely Case,Worst Case,Best Case
2023-01-06,3.555075958555681,3.2823522239306375,3.8407633335282445
2023-01-07,3.198964215882718,2.924266957713331,3.4682082554873985
2023-01-08,3.197181188536518,2.9281039912742632,3.4635985581727295
2023-01-09,3.55091294291235,3.2716454965324626,3.8078645002573794
2023-01-10,3.5522303859130955,3.286760795576362,3.842254115690492
2023-01-11,3.5491130232456127,3.2766605603926857,3.812943541464571
2023-01-12,3.5481835189558577,3.2682650076692896,3.82423123106785
2023-01-13,3.5425749485701035,3.2309119947354215,3.79914183561983
2023-01-14,3.1867489682141783,2.8978670551889807,3.4460281950636507
2023-01-15,3.185807581898691,2.925451913314784,3.4496822834025807
2023-01-16,3.5409305442398162,3.2490814398582293,3.8320992082537604
2023-01-17,3.544170800099057,3.2674990148103533,3.8237692038900737
2023-01-18,3.5434785874922974,3.2608771564267975,3.8073718549310973
2023-01-19,3.5454366069486465,3.276370458201663,3.8289752359521234
2023-01-20,3.5431281359505507,3.2612971759040525,3.806577906997259
2023-01-21,3.1909562908457216,2.92849434426817,3.458897114835571
2023-01-22,3.1939570925798844,2.9038153269156797,3.4556088223188075
2023-01-23,3.553238342518417,3.305645919330192,3.8578322328258636
2023-01-24,3.5607766744375278,3.295932301980058,3.8372903450114584
2023-01-25,3.564443370122531,3.30760118339809,3.8664868942204627
2023-01-26,3.570741300324044,3.3183274731229164,3.838931304107784
2023-01-27,3.5726748268127455,3.30449505627754,3.834936737775243
2023-01-28,3.224570824637114,2.964720608422097,3.5037784242008425
2023-01-29,3.2313934383856644,2.946663987596676,3.503885289543075
2023-01-30,3.594184537948998,3.2988445166953326,3.871745428559477
2023-01-31,3.60486220193057,3.328373878329815,3.893308461520793
2023-02-01,3.6112477820086752,3.3234256542976173,3.876275153599068
2023-02-02,3.619803880476271,3.3517770427691262,3.8834224462716334
2023-02-03,3.623505052585792,3.382263717515203,3.924241665931889
