ds,Most Likely Case,Worst Case,Best Case
2023-01-06,104.64909295891965,99.85551396601981,109.21143172441936
2023-01-07,101.99247528984874,97.73138657033128,106.67798267837424
2023-01-08,102.12881281976821,97.52946731926524,106.45059643866924
2023-01-09,104.97590107415209,100.28563653230114,109.68228837748555
2023-01-10,105.24869250397568,100.52770279603668,109.90142254307654
2023-01-11,105.3197602731555,100.61430970646434,109.60296935186972
2023-01-12,105.4339781376097,101.10168547361954,109.97879924662676
2023-01-13,105.57426368993346,101.32714074318204,110.08629260850218
2023-01-14,102.90025339363856,98.46189376148207,107.1475337226646
2023-01-15,103.0135589818234,98.51242505387616,107.61335617265551
2023-01-16,105.832328547909,101.08137680143678,110.32077728231809
2023-01-17,106.07202431765813,102.20656942206942,110.5055557080429
2023-01-18,106.10587825838368,101.4631689974314,110.78056377775145
2023-01-19,106.17955913226534,102.16809338265209,111.12147078275372
2023-01-20,106.27689851907111,101.86541699352186,110.98028641694047
2023-01-21,103.55854461973156,98.97325369786755,108.11512427203569
2023-01-22,103.62719392938476,99.22274138607773,107.94303941799323
2023-01-23,106.40212473499452,101.9687104346677,110.91293245609405
2023-01-24,106.59994515130408,101.87580660016381,111.13057647377745
2023-01-25,106.595017653061,102.17211432418658,110.86951986360988
2023-01-26,106.63409456787261,102.22061544946573,111.23616476779587
2023-01-27,106.70201294385477,102.45923124132385,111.46014570636449
2023-01-28,103.9603184983346,99.3482947611314,108.60631628889571
2023-01-29,104.01246961147842,99.50090278013332,108.3388855727396
2023-01-30,106.77834614975805,102.09191417123054,111.18445439624294
2023-01-31,106.97497659305925,102.54313210757357,111.35161825493844
2023-02-01,106.97694609081334,102.83928372031626,111.57863866809284
2023-02-02,107.03102046550252,102.49114980973613,111.6439893531473
2023-02-03,107.12183500132582,102.46619621226802,111.50417245580891
